generator_id,source_id,name,generation_source,bus_id,p_mw,q_mvar,p_status,q_status,operating_point_status
GEN:00347,OSM:node:13372403310,TN15,wind,BUS:EREDES:1702P5022300:60,6.107861199515283,-1.377057999914705,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00348,OSM:node:13372403301,TN23,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00350,OSM:node:13372403309,TN14,wind,BUS:OSM:way:753364578:400,6.107861199515283,2.0645232232532402,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00351,OSM:node:13372403302,TN22,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00352,OSM:node:13372403308,TN11,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00353,OSM:node:13372403307,TN10,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00354,OSM:node:13372403306,TN09,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00355,OSM:node:13372403305,TN08,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00356,OSM:node:13372403304,TN07,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00357,OSM:node:13372403294,,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00358,OSM:node:13372403303,TN06,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00359,OSM:node:13372403314,TN04,wind,BUS:OSM:way:753364578:400,6.107861199515283,2.0645232232532402,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00360,OSM:node:13372478899,,wind,BUS:EREDES:1709P5023900:60,6.107861199515283,-2.1282103113147155,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00361,OSM:node:13372403297,TN27,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00362,OSM:node:13372482302,TS35,wind,BUS:EREDES:1709P5023900:60,6.107861199515283,-2.1282103113147155,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00363,OSM:node:13372482301,,wind,BUS:EREDES:1709P5023900:60,6.107861199515283,-2.1282103113147155,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00364,OSM:node:13372478900,,wind,BUS:EREDES:1709P5023900:60,6.107861199515283,-2.1282103113147155,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00365,OSM:node:13372403296,TN33,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00366,OSM:node:13372403315,TN05,wind,BUS:OSM:way:753364578:400,6.107861199515283,2.0645232232532402,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00367,OSM:node:13372403295,,wind,BUS:OSM:way:1259166797:400,6.107861199515283,-0.8714140519556302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00368,OSM:node:12197499325,TG.5,biomass,BUS:EREDES:1420S5664400:60,3.7462116419098823,3.520000000000001,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00369,OSM:node:13125543579,,hydro,BUS:EREDES:1610S5001400:60,7.619261673478484,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00370,OSM:way:1233931383,Central Hidroelétrica da Ermida,hydro,BUS:EREDES:0117S5023700:60,7.601885934200311,0.9817346745762242,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00371,OSM:way:1202722882,Aproveitamento Hidroelétrico do Teixo,hydro,BUS:EREDES:0101P5025000:60,7.601885934200311,1.7297926113858855,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00372,OSM:node:12197499326,TG.4,biomass,BUS:EREDES:1420S5664400:60,3.6983197317150114,3.4750000000000005,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00373,OSM:way:1534677987,Central Fotovoltaica de Moura A,solar,BUS:EREDES:0210S5052300:60,0.019297813071155596,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00374,OSM:way:1051175679,Central Hidroelétrica de Pinhel,hydro,BUS:EREDES:0910S5007200:60,7.384689193223159,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00375,OSM:way:1318849225,Central Fotovoltaica de Apra B,solar,BUS:EREDES:0808S5060200:60,0.018738456170542376,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00376,OSM:way:1202502318,Aproveitamento Hidroelétrico de Manteigas,hydro,BUS:EREDES:0912S5009000:60,7.2760908227345835,-1.1933213325050804,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00377,OSM:node:13476958876,Capwatt Colombo,gas,BUS:EREDES:1106S5728000:60,0.16671269991096804,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00378,OSM:way:683965916,Central Fotovoltaica de Barros,solar,BUS:OSM:way:1228551272:150,0.018542681255327754,3.3149999999999995,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00380,OSM:way:891463551,Aproveitamento Hidrolétrico de Covas do Barroso,hydro,BUS:EREDES:1702P5022300:60,7.167492452246007,-1.2623031665884792,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00381,OSM:way:1534682406,Central de Biomassa Florestal de Guimil,biomass,BUS:EREDES:1016P5500000:60,3.458860180740658,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00382,OSM:node:13134678436,,hydro,BUS:EREDES:0612S5003700:60,7.028486538020632,1.0898634744928002,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00383,OSM:node:13134678435,,hydro,BUS:EREDES:0612S5003700:60,7.028486538020632,1.0898634744928002,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00384,OSM:way:1342562046,Central de Cogeração da Bamiso,oil,BUS:OSM:way:144374442:220,1.6866153078055033,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00385,OSM:node:13125388092,Grupo 1,hydro,BUS:EREDES:0311S5001300:60,6.788484139240879,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00386,OSM:way:541592886,Central Fotovoltaica de Porteirinhos,solar,BUS:EREDES:0202S5052400:60,0.017340063919009434,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00387,OSM:node:10948589200,,wind,BUS:EREDES:0803S5904000:60,5.259547144027049,-0.3111970138949325,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00388,OSM:node:10948589201,,wind,BUS:EREDES:0803S5904000:60,5.259547144027049,-0.3111970138949325,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00392,OSM:node:13177934858,,hydro,BUS:EREDES:1203S5650400:60,6.624500599803128,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00394,OSM:node:11632343104,Parque Eólico de Morgavel,wind,BUS:EREDES:1513P5907500:60,5.089884332929403,2.8579000099149625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00395,OSM:way:525476924,Central Fotovoltaica de Ferreiras,solar,BUS:EREDES:0801S5063000:60,0.016780707018396217,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00396,OSM:node:11632347596,Parque Eólico de Morgavel,wind,BUS:EREDES:1513P5907500:60,5.089884332929403,2.8579000099149625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00397,OSM:node:11632347597,Parque Eólico de Morgavel,wind,BUS:EREDES:1513P5907500:60,5.089884332929403,2.8579000099149625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00398,OSM:node:11637958508,Parque Eólico de Morgavel,wind,BUS:EREDES:1513P5907500:60,5.089884332929403,2.8579000099149625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00399,OSM:node:11632347595,Parque Eólico de Morgavel,wind,BUS:EREDES:1513P5907500:60,5.089884332929403,2.8579000099149625,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00400,OSM:relation:18095343,Central Fotovoltaica do MARL,solar,BUS:EREDES:1107S5819500:60,0.016501028568089608,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00401,OSM:relation:18070701,IKEA Industry Portugal - Penamaior,solar,BUS:EREDES:1310S5000800:60,0.016221350117783,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00402,OSM:node:12191671372,,wind,BUS:EREDES:1805P5021600:60,4.920221521831755,-0.8163900604707871,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00403,OSM:way:326119082,Central Hidroéletrica Sabugal-Meimoa,hydro,BUS:EREDES:0911S5007700:60,6.190107117848826,0.21643406487524014,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00404,OSM:way:1221586687,Aproveitamento Hidroelétrico da Ucanha,hydro,BUS:EREDES:1805S5011300:60,6.190107117848826,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00405,OSM:way:1201405689,Central Termoelétrica de Cogeração da Centroliva,biomass,BUS:OSM:way:362486619:150,2.995905048856909,-0.8102404967231533,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00406,OSM:node:11383566918,,hydro,BUS:EREDES:1803P5015700:60,6.08150874736025,-0.8383276479013183,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00407,OSM:node:13135173370,Grupo 3,hydro,BUS:EREDES:1805S5001700:60,5.9902861161498455,2.7579999999999996,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00408,OSM:way:1317470825,Central de Valorização Energética do Ecoparque da Abrunheira,biogas,BUS:EREDES:1109S5430000:60,2.916085198532124,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00409,OSM:node:13156379489,,hydro,BUS:EREDES:0309P5022500:60,5.909923321988299,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00411,OSM:way:1227781358,Aproveitamento Hidroelétrico de Talhadas,hydro,BUS:EREDES:0117S5023700:60,5.8643120063830985,0.7573381775302302,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00412,OSM:node:1711476828,,hydro,BUS:EREDES:0213P5902300:60,5.647115265405946,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00413,OSM:way:1317470832,Central de Valorização Energética do CITVRSU de Coimbra,biogas,BUS:EREDES:0603S5005200:60,2.7245175577526415,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00414,OSM:node:13477041208,Capwatt Lousado,gas,BUS:EREDES:0312S5002700:60,0.12690071187252788,2.55,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00415,OSM:node:11637579530,,hydro,BUS:OSM:way:767739005:400,5.429918524428794,-1.3105502919036112,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00416,OSM:way:1227771325,Aproveitamento Hidroelétrico do Carregal,hydro,BUS:EREDES:0119S5010100:60,5.429918524428794,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00417,OSM:way:1380313160,UPPs Ourém,solar,BUS:EREDES:1421S5002900:60,0.01398392251533013,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00418,OSM:way:665087188,Central Fotovoltaica de Alta Concentração da Malhada Velha 2,solar,BUS:OSM:way:144635505:150,0.01398392251533013,2.5,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00419,OSM:way:1033228970,Central Hidroeléctrica en El Chanza,hydro,BUS:OSM:way:1154057619:150,5.429918524428794,-0.05550211736005382,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00420,OSM:way:658616404,Parque Fotovoltaico Eresolar,solar,BUS:EREDES:0705S5042200:60,0.01398392251533013,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00421,OSM:way:810053185,Central Solar Flutuante de Alqueva,solar,BUS:OSM:way:1256744849:400,0.01398392251533013,-0.5608850400255254,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00422,OSM:way:659343653,Central Solar Fotovoltaica de Alcamises,solar,BUS:EREDES:0705P5906700:60,0.01398392251533013,2.1097130467560063,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00423,OSM:way:1553439228,Central Solar Fotovoltaica de Esgueira,solar,BUS:EREDES:0105S5003900:60,0.01398392251533013,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00424,OSM:node:12197499419,TG.7,biomass,BUS:EREDES:1420S5664400:60,2.634055060717886,2.4750000000000005,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00425,OSM:node:13476663864,,hydro,BUS:EREDES:1714S5006100:60,5.2170657182711855,0.6350874029802688,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00426,OSM:node:10951464336,,wind,BUS:EREDES:1824P5021300:60,4.0719074663435215,2.036259833492437,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00427,OSM:node:10951464337,,wind,BUS:EREDES:1824P5021300:60,4.0719074663435215,2.036259833492437,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00428,OSM:node:10951464338,,wind,BUS:EREDES:1824P5021300:60,4.0719074663435215,2.036259833492437,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00429,OSM:relation:17864902,Central Solar Fotovoltaica da Sertã,solar,BUS:EREDES:0509S5003300:60,0.013424565614716912,2.4,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00430,OSM:node:10951464339,,wind,BUS:EREDES:1824P5021300:60,4.0719074663435215,2.036259833492437,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00431,OSM:way:1534705800,Central Fotovoltaica de Bicas,solar,BUS:OSM:way:1228550798:150,0.013424565614716912,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00433,OSM:way:1342562045,Central de Cogeração da Lactogal,oil,BUS:EREDES:0113S5008000:60,1.2448827271897764,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00434,OSM:node:13125074898,,hydro,BUS:OSM:way:144374439:220,4.99552504247449,0.0,MERIT_ORDER_AND_REN_SOURCE_TOTALS,FIXED_PQ_SCENARIO_ASSUMPTION,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
GEN:00435,OSM:node:11632343070,Parque Eólico de Morgavel,wind,BUS:EREDES:1513P5907500:60,3.902244655245875,2.191056674268138,MERIT_ORDER_AND_REN_SOURCE_TOTALS,SOLVED_BUS_Q_ALLOCATED_BY_ASSET_NAMEPLATE,PUBLIC_TOTAL_CALIBRATED_SCENARIO_NOT_UNIT_TELEMETRY
