load_id,bus_id,p_mw,q_mvar,observed_p_mw,ren_residual_p_mw,power_factor,substation_name,facility_code,timestamp,source_status,reactive_power_status,network_connection_status,in_service_scenario,operating_point_status
LOAD:00000,BUS:EREDES:0101S5000600:60,26.27,6.5838826117656195,26.27,0.0,0.97,AGUEDA,0101S5000600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00001,BUS:EREDES:0101S5001600:60,25.28,6.335765223655686,25.28,0.0,0.97,BARRÔ,0101S5001600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00002,BUS:EREDES:0102S5000700:60,12.1,3.03254585467697,12.1,0.0,0.97,ALBERGARIA,0102S5000700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00003,BUS:EREDES:0102S5010600:60,22.92,5.7442934701815,22.92,0.0,0.97,VISTA ALEGRE,0102S5010600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00004,BUS:EREDES:0103S5006000:60,17.89,4.483656639683553,17.89,0.0,0.97,MOGOFORES,0103S5006000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00005,BUS:EREDES:0104S5000900:60,5.97,1.4962230373902072,5.97,0.0,0.97,AROUCA,0104S5000900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00006,BUS:EREDES:0105S5001500:60,35.71,8.949769625662363,35.71,0.0,0.97,AVEIRO,0105S5001500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00007,BUS:EREDES:0105S5003900:60,35.17,8.81443286851149,35.17,0.0,0.97,ESGUEIRA,0105S5003900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00008,BUS:EREDES:0106S5021300:60,0.8,0.2004988994827748,0.8,0.0,0.97,FORNOS,0106S5021300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00009,BUS:EREDES:0107S5002500:60,30.93,7.751788701252783,30.93,0.0,0.97,ESPINHO,0107S5002500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00010,BUS:EREDES:0108S5001000:60,40.72,10.20539398367324,40.72,0.0,0.97,AVANCA,0108S5001000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00011,BUS:EREDES:0109S5007900:60,15.87,3.977396918489546,15.87,0.0,0.97,INHA,0109S5007900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00012,BUS:EREDES:0109S5009200:60,34.67,8.689121056334756,34.67,0.0,0.97,RIO MEÃO,0109S5009200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00013,BUS:EREDES:0109S5009900:60,29.68,7.438509170810947,29.68,0.0,0.97,SANGUEDO,0109S5009900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00014,BUS:EREDES:0109S5010000:60,25.69,6.438520909640608,25.69,0.0,0.97,SÃO JOÃO DA MADEIRA,0109S5010000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00015,BUS:EREDES:0109S5014500:60,18.03,4.518743947093038,18.03,0.0,0.97,FEIRA,0109S5014500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00016,BUS:EREDES:0109S5020900:60,8.54,2.1403257519786214,8.54,0.0,0.97,NOGUEIRA DA REGEDOURA,0109S5020900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00017,BUS:EREDES:0110S5004000:60,29.1,7.293147468685936,29.1,0.0,0.97,GAFANHA,0110S5004000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00018,BUS:EREDES:0110S5007800:60,34.69,8.694133528821824,34.69,0.0,0.97,ÍLHAVO,0110S5007800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00019,BUS:EREDES:0111S5006200:60,24.65,6.177872340313,24.65,0.0,0.97,PAMPILHOSA,0111S5006200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00020,BUS:EREDES:0113S5008000:60,40.85,10.237975054839191,40.85,0.0,0.97,OLIVEIRA DE AZEMÉIS,0113S5008000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00021,BUS:EREDES:0113S5011100:60,7.79,1.95235803371352,7.79,0.0,0.97,CARREGOSA,0113S5011100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00022,BUS:EREDES:0114S5001700:60,24.0,6.014966984483246,24.0,0.0,0.97,BUSTOS,0114S5001700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00023,BUS:EREDES:0114S5022700:60,18.76,4.701699192871071,18.76,0.0,0.97,OLIVEIRA DO BAIRRO,0114S5022700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00024,BUS:EREDES:0115S5000800:60,23.92,5.994917094534968,23.92,0.0,0.97,ARADA,0115S5000800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00025,BUS:EREDES:0115S5008100:60,31.27,7.837000733532962,31.27,0.0,0.97,OVAR,0115S5008100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00026,BUS:EREDES:0116S5002800:60,30.47,7.636501834050187,30.47,0.0,0.97,DEVESA VELHA,0116S5002800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00027,BUS:EREDES:0117S5023700:60,2.23,0.5588906823082349,2.23,0.0,0.97,SEVER DO VOUGA,0117S5023700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00028,BUS:EREDES:0119S5010100:60,16.93,4.243057960304223,16.93,0.0,0.97,VALE CAMBRA,0119S5010100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00029,BUS:EREDES:0201S5050500:60,12.21,3.0601144533558515,12.21,0.0,0.97,ALJUSTREL,0201S5050500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00030,BUS:EREDES:0202S5050400:60,3.15,0.789464416713426,3.15,0.0,0.97,ALMODÔVAR,0202S5050400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00031,BUS:EREDES:0202S5052400:60,12.74,3.19294497426319,12.74,0.0,0.97,PORTEIRINHOS,0202S5052400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00032,BUS:EREDES:0205S5050100:60,34.23,8.57884666161923,34.23,0.0,0.97,BEJA,0205S5050100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00033,BUS:EREDES:0208S5052500:60,12.83,3.215501100455002,12.83,0.0,0.97,FERREIRA DO ALENTEJO,0208S5052500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00034,BUS:EREDES:0210S5050700:60,4.72,1.1829435069483716,4.72,0.0,0.97,AMARELEJA,0210S5050700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00035,BUS:EREDES:0210S5052300:60,7.91,1.9824328686359365,7.91,0.0,0.97,MOURA,0210S5052300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00036,BUS:EREDES:0211S5053400:60,9.76,2.446086573689853,9.76,0.0,0.97,VILA NOVA MILFONTES,0211S5053400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00037,BUS:EREDES:0211S5053600:60,9.68,2.4260366837415757,9.68,0.0,0.97,SÃO TEOTÓNIO,0211S5053600,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00038,BUS:EREDES:0213S5050300:60,10.49,2.6290418194678855,10.49,0.0,0.97,SERPA,0213S5050300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00039,BUS:EREDES:0213S5903000:60,4.24,1.0626441672587068,4.24,0.0,0.97,BRINCHES,0213S5903000,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00040,BUS:EREDES:0301S5009900:60,31.52,7.8996566396213295,31.52,0.0,0.97,AMARES,0301S5009900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00041,BUS:EREDES:0302S5003100:60,42.99,10.774309610955614,42.99,0.0,0.97,ALVELOS,0302S5003100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00042,BUS:EREDES:0302S5014200:60,21.88,5.483644900853892,21.88,0.0,0.97,PENIDE,0302S5014200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00043,BUS:EREDES:0302S5022200:60,23.85,5.977373440830226,23.85,0.0,0.97,LIJÓ,0302S5022200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00044,BUS:EREDES:0303S5000400:60,34.1,8.54626559045328,34.1,0.0,0.97,BRAGA,0303S5000400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00045,BUS:EREDES:0303S5006500:60,43.53,10.909646368106488,43.53,0.0,0.97,SÃO MARTINHO DE DUME,0303S5006500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00046,BUS:EREDES:0303S5012700:60,43.6,10.92719002181123,43.6,0.0,0.97,LAMAÇÃES,0303S5012700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00047,BUS:EREDES:0303S5020700:60,29.12,7.298159941173005,29.12,0.0,0.97,LAMAS,0303S5020700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00048,BUS:EREDES:0305S5012300:60,17.42,4.365863536237423,17.42,0.0,0.97,FERMIL DE BASTO,0305S5012300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00049,BUS:EREDES:0306S5004700:60,37.79,9.471066764317577,37.79,0.0,0.97,FONTE BOA,0306S5004700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00050,BUS:EREDES:0307S5004400:60,29.91,7.496152604412245,29.91,0.0,0.97,FAFE,0307S5004400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00051,BUS:EREDES:0308S5008400:60,49.78,12.476044020315666,49.78,0.0,0.97,GUIMARÃES,0308S5008400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00052,BUS:EREDES:0308S5012800:60,16.45,4.122758620614558,16.45,0.0,0.97,LAMEIRINHO,0308S5012800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00053,BUS:EREDES:0308S5013400:60,53.58,13.428413792858846,53.58,0.0,0.97,SÃO JOÃO DE PONTE,0308S5013400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00054,BUS:EREDES:0311S5001300:60,7.03,1.7618840792048842,7.03,0.0,0.97,ERMAL,0311S5001300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00055,BUS:EREDES:0311S5023400:60,0.99,0.2481173881099339,0.99,0.0,0.97,CANIÇADA,0311S5023400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00056,BUS:EREDES:0312S5001200:60,42.59,10.674060161214229,42.59,0.0,0.97,CANIÇOS,0312S5001200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00057,BUS:EREDES:0312S5002700:60,44.75,11.21540718981772,44.75,0.0,0.97,LOUSADO,0312S5002700,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00058,BUS:EREDES:0312S5003800:60,54.19,13.581294203714462,54.19,0.0,0.97,REQUIÃO,0312S5003800,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00059,BUS:EREDES:0312S5008500:60,20.66,5.177884079142661,20.66,0.0,0.97,RUIVÃES,0312S5008500,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00060,BUS:EREDES:0313S5020100:60,31.63,7.927225238300211,31.63,0.0,0.97,TURIZ,0313S5020100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00061,BUS:EREDES:0402S5005100:60,32.5,8.14526779148773,32.5,0.0,0.97,BRAGANÇA,0402S5005100,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00062,BUS:EREDES:0405S5002200:60,15.93,3.992434335950754,15.93,0.0,0.97,MACEDO DE CAVALEIROS,0405S5002200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00063,BUS:EREDES:0407S5014900:60,16.28,4.080152604474469,16.28,0.0,0.97,MIRANDELA,0407S5014900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00064,BUS:EREDES:0408S5010300:60,11.59,2.904727806256701,11.59,0.0,0.97,MOGADOURO,0408S5010300,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00065,BUS:EREDES:0409S5025200:60,10.54,2.6415730006855584,10.54,0.0,0.97,AÇOREIRA,0409S5025200,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00066,BUS:EREDES:0501S5007400:60,6.4,1.603991195862199,6.4,0.0,0.97,BELMONTE,0501S5007400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00067,BUS:EREDES:0502S5006900:60,36.26,9.08761261905677,36.26,0.0,0.97,TALAGUEIRA,0502S5006900,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
LOAD:00068,BUS:EREDES:0502S5010400:60,10.62,2.661622890633836,10.62,0.0,0.97,ALCAINS,0502S5010400,2026-01-20T19:45:00+00:00,DIRECT_EREDES_ACTIVE_POWER,SCENARIO_ASSUMPTION_FIXED_POWER_FACTOR,CONNECTED_TO_LINE_OR_TRANSFORMER,True,DIRECT_EREDES_P_WITH_POWER_FACTOR_DERIVED_Q
