facility_node_set,facility_buffer_m,endpoint_snap_threshold_m,merge_mode,circuit_id,classification,terminal_count,terminal_endpoint_cluster_ids,terminal_details_json,terminal_facility_uids,ambiguous_facility_match,mixed_voltage,mixed_status,voltage,status,voltage_values,status_values,segment_count,total_length_m,total_length_km,source_line_ids,line_ids,geometry_type,r,x,b,thermal_limit,transformer_impedance,tap_settings
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00535,isolated,2,"CL_0.5_01570,CL_0.5_05510","[{""endpoint_cluster_id"": ""CL_0.5_01570"", ""x"": -6827.273, ""y"": 122979.536, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05510"", ""x"": -7034.703, ""y"": 122143.16, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,em exploração,60kv,em exploração,3,2228.655055638143,2.228655,"7820881,7820655,7820659","ATSEG_00885_7820881,ATSEG_03150_7820655,ATSEG_03812_7820659",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00536,inter-facility,2,"CL_0.5_01574,CL_0.5_04790","[{""endpoint_cluster_id"": ""CL_0.5_01574"", ""x"": 6626.97, ""y"": 107392.263, ""facility_uid"": ""SE_AT:0101S5001600"", ""facility_code"": ""0101S5001600"", ""facility_name"": ""BARRÔ"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 29.431, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04790"", ""x"": 6483.479, ""y"": 113975.158, ""facility_uid"": ""SE_AT:0101S5000600"", ""facility_code"": ""0101S5000600"", ""facility_name"": ""AGUEDA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 29.562, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:0101S5001600,SE_AT:0101S5000600",False,False,False,60kv,em exploração,60kv,em exploração,2,10792.649476904135,10.792649,"7820723,7820727","ATSEG_00887_7820723,ATSEG_03157_7820727",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00537,single-facility,2,"CL_0.5_01577,CL_0.5_05513","[{""endpoint_cluster_id"": ""CL_0.5_01577"", ""x"": 5953.823, ""y"": 114227.232, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05513"", ""x"": -7381.726, ""y"": 120257.002, ""facility_uid"": ""SE_AT:0105S5003900"", ""facility_code"": ""0105S5003900"", ""facility_name"": ""ESGUEIRA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 45.867, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:0105S5003900,False,False,False,60kv,em exploração,60kv,em exploração,4,15970.310710723867,15.970311,"7820735,7820706,7820706,7820706","ATSEG_00888_7820735,ATSEG_03156_7820706,ATSEG_03814_7820706,ATSEG_03820_7820706",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00538,single-facility,2,"CL_0.5_01580,CL_0.5_03932","[{""endpoint_cluster_id"": ""CL_0.5_01580"", ""x"": 104540.862, ""y"": 228270.831, ""facility_uid"": ""SE_AT:1712S5015100"", ""facility_code"": ""1712S5015100"", ""facility_name"": ""VALPAÇOS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 12.031, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_03932"", ""x"": 96266.843, ""y"": 234519.067, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1712S5015100,False,False,False,60kv,em exploração,60kv,em exploração,3,12019.833788030726,12.019834,"7819438,595958242,595958352","ATSEG_00891_7819438,ATSEG_02430_595958242,ATSEG_05274_595958352",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00539,tap / multi-terminal,4,"CL_0.5_01583,CL_0.5_04743,CL_0.5_05436,CL_0.5_05480","[{""endpoint_cluster_id"": ""CL_0.5_01583"", ""x"": 104549.618, ""y"": 228273.396, ""facility_uid"": ""SE_AT:1712S5015100"", ""facility_code"": ""1712S5015100"", ""facility_name"": ""VALPAÇOS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 8.135, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04743"", ""x"": 121285.5, ""y"": 237776.883, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05436"", ""x"": 107107.506, ""y"": 228152.916, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05480"", ""x"": 132763.471, ""y"": 250281.226, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1712S5015100,False,False,False,60kv,em exploração,60kv,em exploração,7,52504.267178207505,52.504267,"7819443,7819448,7820982,7820982,7820982,7819428,7820982","ATSEG_00892_7819443,ATSEG_03118_7819448,ATSEG_03119_7820982,ATSEG_03122_7820982,ATSEG_03741_7820982,ATSEG_03782_7819428,ATSEG_03823_7820982",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00540,single-facility,2,"CL_0.5_01584,CL_0.5_01585","[{""endpoint_cluster_id"": ""CL_0.5_01584"", ""x"": 66214.575, ""y"": 191734.12, ""facility_uid"": ""SE_AT:1714S5006100"", ""facility_code"": ""1714S5006100"", ""facility_name"": ""TELHEIRA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 8.305, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_01585"", ""x"": 65956.455, ""y"": 183728.283, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1714S5006100,False,False,False,60kv,em exploração,60kv,em exploração,1,4579.612840093082,4.579613,7819484,ATSEG_00893_7819484,MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00541,single-facility,2,"CL_0.5_02548,CL_0.5_03656","[{""endpoint_cluster_id"": ""CL_0.5_02548"", ""x"": 66338.677, ""y"": 174703.533, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_03656"", ""x"": 71069.332, ""y"": 197219.101, ""facility_uid"": ""SE_AT:1714S5022900"", ""facility_code"": ""1714S5022900"", ""facility_name"": ""JORJAIS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 10.608, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:1714S5022900,False,False,False,60kv,em exploração,60kv,em exploração,6,27204.465460760694,27.204465,"7819520,302885928,157969137,232560404,7819520,232560404","ATSEG_00895_7819520,ATSEG_01445_302885928,ATSEG_02087_157969137,ATSEG_02210_232560404,ATSEG_03104_7819520,ATSEG_05034_232560404",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00542,inter-facility,2,"CL_0.5_01590,CL_0.5_04095","[{""endpoint_cluster_id"": ""CL_0.5_01590"", ""x"": 67797.222, ""y"": 244000.048, ""facility_uid"": ""SE_AT:1706S5015000"", ""facility_code"": ""1706S5015000"", ""facility_name"": ""MORGADE"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 18.667, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04095"", ""x"": 75550.439, ""y"": 242084.782, ""facility_uid"": ""PC_AT:1706P5024300"", ""facility_code"": ""1706P5024300"", ""facility_name"": ""LEIRANCO"", ""facility_type"": ""PC_AT"", ""facility_distance_m"": 8.969, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1706S5015000,PC_AT:1706P5024300",False,False,False,60kv,em exploração,60kv,em exploração,3,8040.204203170778,8.040204,"7819516,691532067,691532097","ATSEG_00896_7819516,ATSEG_02568_691532067,ATSEG_02569_691532097",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00543,inter-facility,2,"CL_0.5_05539,CL_0.5_05843","[{""endpoint_cluster_id"": ""CL_0.5_05539"", ""x"": 37303.485, ""y"": 191853.159, ""facility_uid"": ""SE_AT:1301S5008700"", ""facility_code"": ""1301S5008700"", ""facility_name"": ""AMARANTE"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 16.27, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_05843"", ""x"": 29306.586, ""y"": 197681.121, ""facility_uid"": ""SE_AT:1303S5009100"", ""facility_code"": ""1303S5009100"", ""facility_name"": ""FELGUEIRAS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 7.298, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1301S5008700,SE_AT:1303S5009100",False,False,False,60kv,em exploração,60kv,em exploração,6,15148.510054899678,15.14851,"7819818,7820966,7819818,7820974,7820970,795757002","ATSEG_00899_7819818,ATSEG_03168_7820966,ATSEG_03178_7819818,ATSEG_03179_7820974,ATSEG_03842_7820970,ATSEG_04222_795757002",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00544,single-facility,2,"CL_0.5_01600,CL_0.5_04812","[{""endpoint_cluster_id"": ""CL_0.5_01600"", ""x"": -18105.726, ""y"": 203104.6, ""facility_uid"": ""SE_AT:1313S5010600"", ""facility_code"": ""1313S5010600"", ""facility_name"": ""BEIRIZ"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 19.408, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04812"", ""x"": -15762.359, ""y"": 195125.439, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1313S5010600,False,False,False,60kv,em exploração,60kv,em exploração,8,9864.855005271273,9.864855,"7820056,129859217,130040176,133024149,133024164,7820056,7820740,7820867","ATSEG_00901_7820056,ATSEG_02025_129859217,ATSEG_02026_130040176,ATSEG_02027_133024149,ATSEG_02028_133024164,ATSEG_03170_7820056,ATSEG_03174_7820740,ATSEG_03175_7820867",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00545,inter-facility,2,"CL_0.5_01601,CL_0.5_04114","[{""endpoint_cluster_id"": ""CL_0.5_01601"", ""x"": 4409.304, ""y"": 199099.462, ""facility_uid"": ""SE_AT:1314S5004600"", ""facility_code"": ""1314S5004600"", ""facility_name"": ""AREIAS NORTE"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 30.436, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04114"", ""x"": 8288.554, ""y"": 199605.182, ""facility_uid"": ""SE_AT:0312S5001200"", ""facility_code"": ""0312S5001200"", ""facility_name"": ""CANIÇOS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 54.448, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1314S5004600,SE_AT:0312S5001200",False,False,False,60kv,em exploração,60kv,em exploração,2,3775.0582941537373,3.775058,"7819664,759292024","ATSEG_00902_7819664,ATSEG_02581_759292024",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00546,inter-facility,2,"CL_0.5_01604,CL_0.5_05542","[{""endpoint_cluster_id"": ""CL_0.5_01604"", ""x"": 15582.732, ""y"": 199856.391, ""facility_uid"": ""SE_AT:1314S5003200"", ""facility_code"": ""1314S5003200"", ""facility_name"": ""SÃO MARTINHO DO CAMPO"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 24.853, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_05542"", ""x"": 8336.795, ""y"": 199603.557, ""facility_uid"": ""SE_AT:0312S5001200"", ""facility_code"": ""0312S5001200"", ""facility_name"": ""CANIÇOS"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 61.034, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1314S5003200,SE_AT:0312S5001200",False,False,False,60kv,em exploração,60kv,em exploração,2,9508.127833629518,9.508128,"7820978,7820038","ATSEG_00904_7820978,ATSEG_03846_7820038",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00547,single-facility,2,"CL_0.5_01606,CL_0.5_01607","[{""endpoint_cluster_id"": ""CL_0.5_01606"", ""x"": 20249.354, ""y"": 188660.634, ""facility_uid"": ""SE_AT:1305S5014600"", ""facility_code"": ""1305S5014600"", ""facility_name"": ""LOUSADA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 26.684, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_01607"", ""x"": 22215.21, ""y"": 186318.229, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1305S5014600,False,False,False,60kv,em exploração,60kv,em exploração,1,2726.800207100998,2.7268,7819830,ATSEG_00905_7819830,MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00548,single-facility,2,"CL_0.5_01608,CL_0.5_01609","[{""endpoint_cluster_id"": ""CL_0.5_01608"", ""x"": 21876.219, ""y"": 186766.165, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_01609"", ""x"": 23449.37, ""y"": 184470.317, ""facility_uid"": ""SE_AT:1311S5012400"", ""facility_code"": ""1311S5012400"", ""facility_name"": ""BUSTELO"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 49.495, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]",SE_AT:1311S5012400,False,False,False,60kv,em exploração,60kv,em exploração,1,2641.155349171108,2.641155,7819830,ATSEG_00906_7819830,MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00549,inter-facility,2,"CL_0.5_01610,CL_0.5_04110","[{""endpoint_cluster_id"": ""CL_0.5_01610"", ""x"": 23420.487, ""y"": 184472.584, ""facility_uid"": ""SE_AT:1311S5012400"", ""facility_code"": ""1311S5012400"", ""facility_name"": ""BUSTELO"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 24.473, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_04110"", ""x"": 19520.25, ""y"": 183200.545, ""facility_uid"": ""SE_AT:1311S5023500"", ""facility_code"": ""1311S5023500"", ""facility_name"": ""SANTIAGO DE SUBARRIFANA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 13.338, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}]","SE_AT:1311S5012400,SE_AT:1311S5023500",False,False,False,60kv,em exploração,60kv,em exploração,5,5078.097673972143,5.078098,"7819870,711280355,711280481,711280380,711280579","ATSEG_00907_7819870,ATSEG_02577_711280355,ATSEG_02578_711280481,ATSEG_04146_711280380,ATSEG_04149_711280579",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00550,single-facility,2,"CL_0.5_06095,CL_0.5_06540","[{""endpoint_cluster_id"": ""CL_0.5_06095"", ""x"": 838.735, ""y"": 178688.615, ""facility_uid"": ""SE_AT:1304S5010200"", ""facility_code"": ""1304S5010200"", ""facility_name"": ""FÂNZERES"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 27.629, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_06540"", ""x"": -1948.831, ""y"": 181876.293, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1304S5010200,False,False,False,60kv,em exploração,60kv,em exploração,5,5082.782493476226,5.082782,"7819882,7819882,7819882,2197922088,402791076","ATSEG_00908_7819882,ATSEG_03198_7819882,ATSEG_03856_7819882,ATSEG_04556_2197922088,ATSEG_05167_402791076",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00551,tap / multi-terminal,3,"CL_0.5_01614,CL_0.5_05550,CL_0.5_05625","[{""endpoint_cluster_id"": ""CL_0.5_01614"", ""x"": -5773.736, ""y"": 184549.755, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05550"", ""x"": -1755.804, ""y"": 185271.035, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_05625"", ""x"": -6256.152, ""y"": 184785.792, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,em exploração,60kv,em exploração,3,4567.601955896962,4.567602,"7819977,7819971,43767054","ATSEG_00909_7819977,ATSEG_03852_7819971,ATSEG_03932_43767054",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00552,isolated,2,"CL_0.5_01616,CL_0.5_04520","[{""endpoint_cluster_id"": ""CL_0.5_01616"", ""x"": -1752.562, ""y"": 185265.528, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}, {""endpoint_cluster_id"": ""CL_0.5_04520"", ""x"": -6260.231, ""y"": 184791.345, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",,False,False,False,60kv,em exploração,60kv,em exploração,5,5224.250597251535,5.224251,"7819983,1537615957,7819983,1537615970,1537615970","ATSEG_00910_7819983,ATSEG_02931_1537615957,ATSEG_03860_7819983,ATSEG_04452_1537615970,ATSEG_04459_1537615970",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00553,single-facility,2,"CL_0.5_01619,CL_0.5_06121","[{""endpoint_cluster_id"": ""CL_0.5_01619"", ""x"": -7076.998, ""y"": 185960.776, ""facility_uid"": ""SE_AT:1306S5008900"", ""facility_code"": ""1306S5008900"", ""facility_name"": ""MAIA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 35.152, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_06121"", ""x"": -13947.508, ""y"": 192486.742, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1306S5008900,False,False,False,60kv,em exploração,60kv,em exploração,7,12090.117528978473,12.090118,"7820060,111108269,112059563,7820060,1207062389,53623282,111108231","ATSEG_00911_7820060,ATSEG_01791_111108269,ATSEG_01792_112059563,ATSEG_03843_7820060,ATSEG_04369_1207062389,ATSEG_04591_53623282,ATSEG_04593_111108231",MultiLineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
B,100,0.5,voltage-status-aware,UF_0p5_voltage-status-aware_00554,single-facility,2,"CL_0.5_01620,CL_0.5_01621","[{""endpoint_cluster_id"": ""CL_0.5_01620"", ""x"": -7086.141, ""y"": 185945.176, ""facility_uid"": ""SE_AT:1306S5008900"", ""facility_code"": ""1306S5008900"", ""facility_name"": ""MAIA"", ""facility_type"": ""SE_AT"", ""facility_distance_m"": 22.29, ""inside_facility"": true, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 1}, {""endpoint_cluster_id"": ""CL_0.5_01621"", ""x"": -6327.416, ""y"": 184870.281, ""facility_uid"": """", ""facility_code"": """", ""facility_name"": """", ""facility_type"": """", ""facility_distance_m"": NaN, ""inside_facility"": false, ""ambiguous_facility_match"": false, ""candidate_facility_count"": 0}]",SE_AT:1306S5008900,False,False,False,60kv,em exploração,60kv,em exploração,1,1376.8965240349703,1.376897,7820134,ATSEG_00912_7820134,LineString,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED,MISSING_NOT_ESTIMATED
